# Wiktionary	vie	http://wiktionary.org/	CC BY-SA
05513020-n	vie:lemma	đái	
05515287-n	vie:lemma	buồng	
05515287-n	vie:lemma	trứng	
05517406-n	vie:lemma	bìu	
05517406-n	vie:lemma	dái	
05518870-n	vie:lemma	noan	
05518870-n	vie:lemma	quản	
05518870-n	vie:lemma	卵管	
05519085-n	vie:lemma	tử	
05519085-n	vie:lemma	cung	
05519085-n	vie:lemma	子宮	
05519085-n	vie:lemma	dạ	
05519085-n	vie:lemma	con	
05520699-n	vie:lemma	nhau	
05520699-n	vie:lemma	thực	
05520699-n	vie:lemma	giá	
05520699-n	vie:lemma	noãn	
05521111-n	vie:lemma	âm	
05521111-n	vie:lemma	đạo	
05521111-n	vie:lemma	陰道	
05521514-n	vie:lemma	lồn	
05521636-n	vie:lemma	âm	
05521636-n	vie:lemma	hộ	
05521934-n	vie:lemma	thần	
05521934-n	vie:lemma	hôn	
05521934-n	vie:lemma	nhân	
05523420-n	vie:lemma	âm	
05523420-n	vie:lemma	vật	
05524615-n	vie:lemma	hòn	
05524615-n	vie:lemma	dái	
05524615-n	vie:lemma	tinh	
05524615-n	vie:lemma	hoàn	
05526384-n	vie:lemma	dương	
05526384-n	vie:lemma	vật	
05526384-n	vie:lemma	陽物	
05526713-n	vie:lemma	cặc	
05526957-n	vie:lemma	bao	
05526957-n	vie:lemma	quy	
05526957-n	vie:lemma	đầu	
05529729-n	vie:lemma	thanh	
05529729-n	vie:lemma	quản	
05531814-n	vie:lemma	khí	
05531814-n	vie:lemma	qun	
05531814-n	vie:lemma	khí	
05531814-n	vie:lemma	quản	
05531814-n	vie:lemma	氣管	
05534333-n	vie:lemma	ruột	
05538016-n	vie:lemma	hậu	
05538016-n	vie:lemma	môn	
05538016-n	vie:lemma	肛門	
05538016-n	vie:lemma	lỗ	
05538016-n	vie:lemma	đít	
05538494-n	vie:lemma	hội	
05538494-n	vie:lemma	âm	
05538494-n	vie:lemma	會陰	
05538625-n	vie:lemma	đầu	
05538625-n	vie:lemma	頭	
05540121-n	vie:lemma	sọ	
05546040-n	vie:lemma	hàm	
05546040-n	vie:lemma	quai	
05546040-n	vie:lemma	hàm	
05546040-n	vie:lemma	xương	
05546040-n	vie:lemma	hàm	
05546540-n	vie:lemma	cổ	
05547396-n	vie:lemma	gáy	
05547508-n	vie:lemma	cuống	
05547508-n	vie:lemma	họng	
05547508-n	vie:lemma	họng	
05548840-n	vie:lemma	vai	
05549576-n	vie:lemma	nách	
05549830-n	vie:lemma	thân	
05549830-n	vie:lemma	胴	
05553288-n	vie:lemma	ngực	
05554405-n	vie:lemma	vú	
05554653-n	vie:lemma	núm	
05554653-n	vie:lemma	vú	
05554804-n	vie:lemma	quầng	
05554804-n	vie:lemma	đỏ	
05556595-n	vie:lemma	rốn	
05556595-n	vie:lemma	rún	
05556943-n	vie:lemma	bụng	
05558717-n	vie:lemma	lưng	
05559256-n	vie:lemma	đít	
05559256-n	vie:lemma	mông	
05559256-n	vie:lemma	đít	
05559256-n	vie:lemma	Mông	
05559727-n	vie:lemma	mông	
05560787-n	vie:lemma	chân	
05562249-n	vie:lemma	đùi	
05562902-n	vie:lemma	ống	
05562902-n	vie:lemma	quyển	
05563770-n	vie:lemma	cánh	
05563770-n	vie:lemma	tay	
05563770-n	vie:lemma	tay	
05564590-n	vie:lemma	tay	
05564590-n	vie:lemma	bàn	
05564590-n	vie:lemma	tay	
05565696-n	vie:lemma	gan	
05565696-n	vie:lemma	bàn	
05565696-n	vie:lemma	tay	
05565696-n	vie:lemma	lòng	
05565696-n	vie:lemma	bàn	
05565696-n	vie:lemma	tay	
05566504-n	vie:lemma	ngón	
05566504-n	vie:lemma	tay	
05567217-n	vie:lemma	ngón	
05567217-n	vie:lemma	tay	
05567217-n	vie:lemma	cái	
05567381-n	vie:lemma	ngón	
05567381-n	vie:lemma	tay	
05567381-n	vie:lemma	trỏ	
05570839-n	vie:lemma	cơ	
05570839-n	vie:lemma	thắt	
05573602-n	vie:lemma	đầu	
05573602-n	vie:lemma	gối	
05578095-n	vie:lemma	gót	
05578095-n	vie:lemma	gót	
05578095-n	vie:lemma	chân	
05578442-n	vie:lemma	mắt	
05578442-n	vie:lemma	cá	
05578442-n	vie:lemma	chân	
05579944-n	vie:lemma	khuỷu	
05579944-n	vie:lemma	tay	
05581693-n	vie:lemma	móng	
05581693-n	vie:lemma	móng	
05581693-n	vie:lemma	tay	
05584928-n	vie:lemma	cổ	
05584928-n	vie:lemma	tay	
05585383-n	vie:lemma	nòng	
05585383-n	vie:lemma	cốt	
05596651-n	vie:lemma	khung	
05596651-n	vie:lemma	chậu	
05598147-n	vie:lemma	mui	
05599617-n	vie:lemma	cằm	
05600637-n	vie:lemma	mặt	
05602548-n	vie:lemma	trán	
05602835-n	vie:lemma	má	
05611302-n	vie:lemma	tinh	
05611302-n	vie:lemma	thần	
05619743-n	vie:lemma	thiên	
05619743-n	vie:lemma	tài	
05619743-n	vie:lemma	天才	
05622723-n	vie:lemma	bản	
05622723-n	vie:lemma	năng	
05622723-n	vie:lemma	本能	
05667404-n	vie:lemma	tập	
05667404-n	vie:lemma	quán	
05667404-n	vie:lemma	習慣	
05667404-n	vie:lemma	phong	
05667404-n	vie:lemma	tục	
05667404-n	vie:lemma	風俗	
05667404-n	vie:lemma	tục	
05667404-n	vie:lemma	lệ	
05667404-n	vie:lemma	俗例	
05669034-n	vie:lemma	tập	
05669034-n	vie:lemma	quán	
05669034-n	vie:lemma	習慣	
05669034-n	vie:lemma	thói	
05669034-n	vie:lemma	quen	
05682570-n	vie:lemma	tò	
05682570-n	vie:lemma	mò	
05684249-n	vie:lemma	sốc	
05684249-n	vie:lemma	văn	
05684249-n	vie:lemma	hoá	
05685538-n	vie:lemma	bí	
05685538-n	vie:lemma	ẩn	
05687338-n	vie:lemma	vấn	
05687338-n	vie:lemma	đề	
05714466-n	vie:lemma	mùi	
05714466-n	vie:lemma	thơm	
05750657-n	vie:lemma	thời	
05750657-n	vie:lemma	trang	
05750657-n	vie:lemma	時裝	
05753564-n	vie:lemma	giáo	
05753564-n	vie:lemma	dục	
05753564-n	vie:lemma	sự	
05753564-n	vie:lemma	教育	
05755883-n	vie:lemma	học	
05755883-n	vie:lemma	tập	
05755883-n	vie:lemma	học	
05755883-n	vie:lemma	nghề	
05756888-n	vie:lemma	thể	
05756888-n	vie:lemma	dục	
05756888-n	vie:lemma	體育	
05760202-n	vie:lemma	trí	
05760202-n	vie:lemma	nhớ	
05768553-n	vie:lemma	giấc	
05768553-n	vie:lemma	mơ	
05769062-n	vie:lemma	ác	
05769062-n	vie:lemma	mộng	
05769062-n	vie:lemma	惡夢	
05778749-n	vie:lemma	thuật	
05778749-n	vie:lemma	giả	
05778749-n	vie:lemma	kim	
05786184-n	vie:lemma	ngồi	
05786184-n	vie:lemma	thiền	
05809745-n	vie:lemma	truyền	
05809745-n	vie:lemma	miệng	
05809745-n	vie:lemma	truyền	
05809745-n	vie:lemma	thuyết	
05809745-n	vie:lemma	phong	
05809745-n	vie:lemma	tục	
05810948-n	vie:lemma	đối	
05810948-n	vie:lemma	tượng	
05816287-n	vie:lemma	thông	
05816287-n	vie:lemma	tin	
05822612-n	vie:lemma	nếm	
05822612-n	vie:lemma	thử	
05826092-n	vie:lemma	giá	
05826092-n	vie:lemma	trị	
05826092-n	vie:lemma	kiểm	
05826092-n	vie:lemma	tra	
05826092-n	vie:lemma	giá	
05826092-n	vie:lemma	trị	
05826092-n	vie:lemma	tổng	
05826092-n	vie:lemma	kiểm	
05833840-n	vie:lemma	tư	
05833840-n	vie:lemma	duy	
05835747-n	vie:lemma	khái	
05835747-n	vie:lemma	niệm	
05835747-n	vie:lemma	概念	
05835747-n	vie:lemma	quan	
05835747-n	vie:lemma	niệm	
05835747-n	vie:lemma	觀念	
05836598-n	vie:lemma	khái	
05836598-n	vie:lemma	niệm	
05839024-n	vie:lemma	loại	
05856217-n	vie:lemma	số	
05856217-n	vie:lemma	không	
05856217-n	vie:lemma	zêrô	
05857459-n	vie:lemma	biên	
05857459-n	vie:lemma	sô	
05857459-n	vie:lemma	變數	
05870916-n	vie:lemma	luật	
05870916-n	vie:lemma	của	
05870916-n	vie:lemma	tự	
05870916-n	vie:lemma	nhiên	
05871618-n	vie:lemma	luận	
05871618-n	vie:lemma	lý	
05871618-n	vie:lemma	論理	
05872982-n	vie:lemma	định	
05872982-n	vie:lemma	luật	
05892651-n	vie:lemma	yêu	
05892651-n	vie:lemma	cầu	
05892651-n	vie:lemma	要求	
05897825-n	vie:lemma	tàu	
05897825-n	vie:lemma	bay	
05897825-n	vie:lemma	chưa	
05897825-n	vie:lemma	nhận	
05897825-n	vie:lemma	biết	
05897825-n	vie:lemma	đĩa	
05897825-n	vie:lemma	bay	
05905152-n	vie:lemma	chiến	
05905152-n	vie:lemma	thuật	
05905152-n	vie:lemma	戰術	
05905152-n	vie:lemma	sách	
05905152-n	vie:lemma	lược	
05905152-n	vie:lemma	策略	
05909585-n	vie:lemma	chế	
05909585-n	vie:lemma	độ	
05915811-n	vie:lemma	phong	
05915811-n	vie:lemma	thủy	
05915811-n	vie:lemma	風水	
05919034-n	vie:lemma	sự	
05919034-n	vie:lemma	nghi	
05919034-n	vie:lemma	ngờ	
05920272-n	vie:lemma	chủ	
05920272-n	vie:lemma	đề	
05920272-n	vie:lemma	主題	
05933834-n	vie:lemma	nền	
05938976-n	vie:lemma	bản	
05938976-n	vie:lemma	mẫu	
05949726-n	vie:lemma	ý	
05949726-n	vie:lemma	kiến	
05949726-n	vie:lemma	công	
05949726-n	vie:lemma	chúng	
05949726-n	vie:lemma	意見公眾	
05952678-n	vie:lemma	mê	
05952678-n	vie:lemma	tín	
05952678-n	vie:lemma	迷信	
05965195-n	vie:lemma	chủ	
05965195-n	vie:lemma	nghĩa	
05965195-n	vie:lemma	dân	
05965195-n	vie:lemma	tộc	
05965195-n	vie:lemma	主義民族	
05967191-n	vie:lemma	nhân	
05967191-n	vie:lemma	văn	
05967191-n	vie:lemma	chủ	
05967191-n	vie:lemma	nghỉa	
05967191-n	vie:lemma	人文主義	
05967402-n	vie:lemma	chủ	
05967402-n	vie:lemma	nghĩa	
05967402-n	vie:lemma	nhân	
05967402-n	vie:lemma	đạo	
05967402-n	vie:lemma	主義人道	
05967773-n	vie:lemma	chủ	
05967773-n	vie:lemma	nghĩa	
05967773-n	vie:lemma	nam	
05967773-n	vie:lemma	nữ	
05967773-n	vie:lemma	bình	
05967773-n	vie:lemma	quyền	
05967773-n	vie:lemma	chủ	
05967773-n	vie:lemma	nghỉa	
05967773-n	vie:lemma	nư	
05967773-n	vie:lemma	quyền	
05969758-n	vie:lemma	Nho	
05969758-n	vie:lemma	giáo	
05969758-n	vie:lemma	儒教	
05969758-n	vie:lemma	Nho	
05969758-n	vie:lemma	học	
05969758-n	vie:lemma	儒學	
05969758-n	vie:lemma	Khổng	
05969758-n	vie:lemma	giáo	
05969758-n	vie:lemma	孔教	
05981230-n	vie:lemma	mục	
05981230-n	vie:lemma	tiêu	
05984936-n	vie:lemma	văn	
05984936-n	vie:lemma	hóa	
05984936-n	vie:lemma	文化	
05988282-n	vie:lemma	sự	
05988282-n	vie:lemma	thiếu	
05988282-n	vie:lemma	hiểu	
05988282-n	vie:lemma	biết	
05988282-n	vie:lemma	sự	
05988282-n	vie:lemma	dốt	
05988282-n	vie:lemma	nát	
05999797-n	vie:lemma	khoa	
05999797-n	vie:lemma	học	
05999797-n	vie:lemma	科學	
06000400-n	vie:lemma	khoa	
06000400-n	vie:lemma	học	
06000400-n	vie:lemma	tự	
06000400-n	vie:lemma	nhiên	
06000400-n	vie:lemma	科學自然	
06000644-n	vie:lemma	toán	
06000644-n	vie:lemma	học	
06004685-n	vie:lemma	hình	
06004685-n	vie:lemma	học	
06010930-n	vie:lemma	tọa	
06010930-n	vie:lemma	độ	
06011589-n	vie:lemma	hoành	
06011589-n	vie:lemma	độ	
06011692-n	vie:lemma	tung	
06011692-n	vie:lemma	độ	
06012513-n	vie:lemma	lượng	
06012513-n	vie:lemma	giác	
06012513-n	vie:lemma	học	
06012726-n	vie:lemma	đại	
06012726-n	vie:lemma	số	
06012726-n	vie:lemma	代數	
06013126-n	vie:lemma	đại	
06013126-n	vie:lemma	số	
06013126-n	vie:lemma	tuyến	
06013126-n	vie:lemma	tính	
06037666-n	vie:lemma	sinh	
06037666-n	vie:lemma	vật	
06037666-n	vie:lemma	học	
06037666-n	vie:lemma	生物學	
06047275-n	vie:lemma	bệnh	
06047275-n	vie:lemma	học	
06047275-n	vie:lemma	tim	
06047275-n	vie:lemma	khoa	
06047275-n	vie:lemma	tim	
06051134-n	vie:lemma	huyết	
06051134-n	vie:lemma	học	
06051134-n	vie:lemma	血學	
06054446-n	vie:lemma	khoa	
06054446-n	vie:lemma	mắt	
06054446-n	vie:lemma	nhãn	
06054446-n	vie:lemma	khoa	
06054892-n	vie:lemma	dược	
06054892-n	vie:lemma	lý	
06054892-n	vie:lemma	học	
06054892-n	vie:lemma	藥理學	
06057539-n	vie:lemma	giải	
06057539-n	vie:lemma	phẫu	
06057539-n	vie:lemma	học	
06060732-n	vie:lemma	thính	
06060732-n	vie:lemma	học	
06060845-n	vie:lemma	bịnh	
06060845-n	vie:lemma	lý	
06060845-n	vie:lemma	học	
06060845-n	vie:lemma	病理學	
06060845-n	vie:lemma	bệnh	
06060845-n	vie:lemma	học	
06060845-n	vie:lemma	病學	
06062842-n	vie:lemma	khoa	
06062842-n	vie:lemma	tai	
06062842-n	vie:lemma	mũi	
06062842-n	vie:lemma	họng	
06065208-n	vie:lemma	khoa	
06065208-n	vie:lemma	tiết	
06065208-n	vie:lemma	niệu	
06065819-n	vie:lemma	nông	
06065819-n	vie:lemma	học	
06065819-n	vie:lemma	農學	
06066555-n	vie:lemma	thực	
06066555-n	vie:lemma	vật	
06066555-n	vie:lemma	học	
06066555-n	vie:lemma	植物學	
06070503-n	vie:lemma	tế	
06070503-n	vie:lemma	bào	
06070503-n	vie:lemma	học	
06070503-n	vie:lemma	細胞學	
06070929-n	vie:lemma	sinh	
06070929-n	vie:lemma	thái	
06070929-n	vie:lemma	học	
06070929-n	vie:lemma	生態學	
06072275-n	vie:lemma	côn	
06072275-n	vie:lemma	trùng	
06072275-n	vie:lemma	học	
06072275-n	vie:lemma	昆蟲學	
06072912-n	vie:lemma	ngư	
06072912-n	vie:lemma	học	
06074507-n	vie:lemma	thuộc	
06074507-n	vie:lemma	tảo	
06075527-n	vie:lemma	di	
06075527-n	vie:lemma	truyền	
06075527-n	vie:lemma	học	
06075527-n	vie:lemma	遺傳學	
06077648-n	vie:lemma	vi	
06077648-n	vie:lemma	sinh	
06077648-n	vie:lemma	vật	
06077648-n	vie:lemma	học	
06077648-n	vie:lemma	微生物學	
06078978-n	vie:lemma	thần	
06078978-n	vie:lemma	kinh	
06078978-n	vie:lemma	học	
06079620-n	vie:lemma	hóa	
06079620-n	vie:lemma	sinh	
06079620-n	vie:lemma	化生	
06080522-n	vie:lemma	sinh	
06080522-n	vie:lemma	lý	
06080522-n	vie:lemma	học	
06080522-n	vie:lemma	生理學	
06083243-n	vie:lemma	động	
06083243-n	vie:lemma	vật	
06083243-n	vie:lemma	học	
06083243-n	vie:lemma	動物學	
06084469-n	vie:lemma	hóa	
06084469-n	vie:lemma	học	
06084469-n	vie:lemma	化學	
06090869-n	vie:lemma	vật	
06090869-n	vie:lemma	lý	
06090869-n	vie:lemma	học	
06090869-n	vie:lemma	物理學	
06095022-n	vie:lemma	thiên	
06095022-n	vie:lemma	văn	
06095022-n	vie:lemma	học	
06095022-n	vie:lemma	天文學	
06099269-n	vie:lemma	điện	
06099269-n	vie:lemma	tử	
06099269-n	vie:lemma	học	
06100236-n	vie:lemma	lực	
06100236-n	vie:lemma	học	
06100236-n	vie:lemma	力學	
06100236-n	vie:lemma	cơ	
06100236-n	vie:lemma	học	
06100778-n	vie:lemma	quang	
06100778-n	vie:lemma	học	
06100778-n	vie:lemma	光學	
06114578-n	vie:lemma	nhiệt	
06114578-n	vie:lemma	động	
06114578-n	vie:lemma	học	
06114578-n	vie:lemma	nhiệt	
06114578-n	vie:lemma	động	
06114578-n	vie:lemma	lực	
06114578-n	vie:lemma	học	
06115701-n	vie:lemma	địa	
06115701-n	vie:lemma	chất	
06115701-n	vie:lemma	học	
06115701-n	vie:lemma	地質學	
06118563-n	vie:lemma	khí	
06118563-n	vie:lemma	tượng	
06118563-n	vie:lemma	học	
06118563-n	vie:lemma	氣象學	
06119377-n	vie:lemma	khí	
06119377-n	vie:lemma	hậu	
06119377-n	vie:lemma	học	
06119377-n	vie:lemma	氣候學	
06119904-n	vie:lemma	hải	
06119904-n	vie:lemma	dương	
06119904-n	vie:lemma	học	
06119904-n	vie:lemma	海洋學	
06121113-n	vie:lemma	vật	
06121113-n	vie:lemma	học	
06122178-n	vie:lemma	địa	
06122178-n	vie:lemma	lý	
06122178-n	vie:lemma	học	
06122178-n	vie:lemma	地理學	
06134510-n	vie:lemma	công	
06134510-n	vie:lemma	nghệ	
06134510-n	vie:lemma	thông	
06134510-n	vie:lemma	tin	
06134899-n	vie:lemma	công	
06134899-n	vie:lemma	nghệ	
06134899-n	vie:lemma	nano	
06139764-n	vie:lemma	chủ	
06139764-n	vie:lemma	nghĩa	
06139764-n	vie:lemma	hành	
06139764-n	vie:lemma	vi	
06143546-n	vie:lemma	nhân	
06143546-n	vie:lemma	loại	
06143546-n	vie:lemma	học	
06143546-n	vie:lemma	人類學	
06149484-n	vie:lemma	kinh	
06149484-n	vie:lemma	tế	
06149484-n	vie:lemma	học	
06149484-n	vie:lemma	經濟學	
06150222-n	vie:lemma	lý	
06150222-n	vie:lemma	thuyết	
06150222-n	vie:lemma	trò	
06150222-n	vie:lemma	chơi	
06151693-n	vie:lemma	xã	
06151693-n	vie:lemma	hội	
06151693-n	vie:lemma	học	
06151693-n	vie:lemma	社會學	
06151942-n	vie:lemma	tội	
06151942-n	vie:lemma	phạm	
06151942-n	vie:lemma	học	
06151942-n	vie:lemma	罪犯學	
06152125-n	vie:lemma	nhân	
06152125-n	vie:lemma	khẩu	
06152125-n	vie:lemma	học	
06156752-n	vie:lemma	lịch	
06156752-n	vie:lemma	sử	
06159473-n	vie:lemma	luân	
06159473-n	vie:lemma	lý	
06159473-n	vie:lemma	học	
06159473-n	vie:lemma	倫理學	
06161223-n	vie:lemma	mỹ	
06161223-n	vie:lemma	học	
06161223-n	vie:lemma	美學	
06162653-n	vie:lemma	siêu	
06162653-n	vie:lemma	hình	
06162653-n	vie:lemma	học	
06168855-n	vie:lemma	từ	
06168855-n	vie:lemma	nguyên	
06168855-n	vie:lemma	học	
06168855-n	vie:lemma	詞源學	
06168855-n	vie:lemma	từ	
06168855-n	vie:lemma	nguyên	
06168855-n	vie:lemma	詞源	
06169488-n	vie:lemma	văn	
06169488-n	vie:lemma	chương	
06171265-n	vie:lemma	thổ	
06171265-n	vie:lemma	ngư	
06171265-n	vie:lemma	học	
06172789-n	vie:lemma	ngôn	
06172789-n	vie:lemma	ngữ	
06172789-n	vie:lemma	học	
06174404-n	vie:lemma	ngữ	
06174404-n	vie:lemma	pháp	
06174404-n	vie:lemma	語法	
06176107-n	vie:lemma	cú	
06176107-n	vie:lemma	pháp	
06177033-n	vie:lemma	ngư	
06177033-n	vie:lemma	âm	
06177033-n	vie:lemma	học	
06177033-n	vie:lemma	語音學	
06179792-n	vie:lemma	ngữ	
06179792-n	vie:lemma	nghĩa	
06179792-n	vie:lemma	học	
06182144-n	vie:lemma	thần	
06182144-n	vie:lemma	học	
06182144-n	vie:lemma	神學	
06196284-n	vie:lemma	quan	
06196284-n	vie:lemma	điểm	
06203472-n	vie:lemma	ghê	
06203472-n	vie:lemma	sợ	
06203472-n	vie:lemma	đồng	
06203472-n	vie:lemma	tính	
06203472-n	vie:lemma	luyến	
06203472-n	vie:lemma	ái	
06203956-n	vie:lemma	chủ	
06203956-n	vie:lemma	nghĩa	
06203956-n	vie:lemma	bài	
06203956-n	vie:lemma	Do	
06203956-n	vie:lemma	Thái	
06206021-n	vie:lemma	chủ	
06206021-n	vie:lemma	nghĩa	
06206021-n	vie:lemma	bè	
06206021-n	vie:lemma	phái	
06206800-n	vie:lemma	kính	
06206800-n	vie:lemma	trọng	
06213688-n	vie:lemma	chủ	
06213688-n	vie:lemma	nghĩa	
06213688-n	vie:lemma	toàn	
06213688-n	vie:lemma	trị	
06213890-n	vie:lemma	chủ	
06213890-n	vie:lemma	nghĩa	
06213890-n	vie:lemma	vô	
06213890-n	vie:lemma	chính	
06213890-n	vie:lemma	phủ	
06214744-n	vie:lemma	chủ	
06214744-n	vie:lemma	nghĩa	
06214744-n	vie:lemma	cộng	
06214744-n	vie:lemma	sản	
06214744-n	vie:lemma	主義共產	
06215152-n	vie:lemma	chủ	
06215152-n	vie:lemma	nghia	
06215152-n	vie:lemma	Lê	
06215152-n	vie:lemma	nin	
06215495-n	vie:lemma	chủ	
06215495-n	vie:lemma	nghĩa	
06215495-n	vie:lemma	Mao	
06215495-n	vie:lemma	chủ	
06215495-n	vie:lemma	nghĩa	
06215495-n	vie:lemma	Mao	
06215495-n	vie:lemma	Trạch	
06215495-n	vie:lemma	Đông	
06215618-n	vie:lemma	chủ	
06215618-n	vie:lemma	nghĩa	
06215618-n	vie:lemma	Mác	
06216160-n	vie:lemma	chủ	
06216160-n	vie:lemma	nghĩa	
06216160-n	vie:lemma	bảo	
06216160-n	vie:lemma	thủ	
06217103-n	vie:lemma	dân	
06217103-n	vie:lemma	chủ	
06217103-n	vie:lemma	民主	
06217944-n	vie:lemma	chủ	
06217944-n	vie:lemma	nghĩa	
06217944-n	vie:lemma	phát	
06217944-n	vie:lemma	xít	
06218623-n	vie:lemma	chủ	
06218623-n	vie:lemma	nghĩa	
06218623-n	vie:lemma	tự	
06218623-n	vie:lemma	do	
06218623-n	vie:lemma	主義自由	
06221974-n	vie:lemma	chũ	
06221974-n	vie:lemma	nghĩa	
06221974-n	vie:lemma	quân	
06221974-n	vie:lemma	phiệt	
06223669-n	vie:lemma	thuyết	
06223669-n	vie:lemma	có	
06223669-n	vie:lemma	thần	
06224305-n	vie:lemma	thuyết	
06224305-n	vie:lemma	đa	
06224305-n	vie:lemma	thần	
06224975-n	vie:lemma	thuyết	
06224975-n	vie:lemma	phiếm	
06224975-n	vie:lemma	thần	
06226057-n	vie:lemma	Kitô	
06226057-n	vie:lemma	giáo	
06226057-n	vie:lemma	Cơ	
06226057-n	vie:lemma	Đốc	
06226057-n	vie:lemma	giáo	
06240244-n	vie:lemma	phật	
06240244-n	vie:lemma	giáo	
06261744-n	vie:lemma	đa	
06261744-n	vie:lemma	phương	
06261744-n	vie:lemma	tiện	
06262567-n	vie:lemma	phim	
06262567-n	vie:lemma	điện	
06262567-n	vie:lemma	ảnh	
06263369-n	vie:lemma	báo	
06263369-n	vie:lemma	chí	
06267145-n	vie:lemma	tờ	
06267145-n	vie:lemma	báo	
06267145-n	vie:lemma	báo	
06268096-n	vie:lemma	bài	
06268096-n	vie:lemma	báo	
06268567-n	vie:lemma	bài	
06268567-n	vie:lemma	xã	
06268567-n	vie:lemma	luận	
06277280-n	vie:lemma	truyền	
06277280-n	vie:lemma	hình	
06277280-n	vie:lemma	傳形	
06277280-n	vie:lemma	TV	
06279326-n	vie:lemma	thư	
06279326-n	vie:lemma	điện	
06279326-n	vie:lemma	tử	
06282651-n	vie:lemma	tiếng	
06282651-n	vie:lemma	ngôn	
06282651-n	vie:lemma	ngữ	
06282651-n	vie:lemma	tiếng	
06282651-n	vie:lemma	nói	
06286395-n	vie:lemma	lời	
06286395-n	vie:lemma	những	
06286395-n	vie:lemma	lời	
06286395-n	vie:lemma	nhời	
06286395-n	vie:lemma	từ	
06286395-n	vie:lemma	tiếng	
06293460-n	vie:lemma	từ	
06293460-n	vie:lemma	vay	
06293460-n	vie:lemma	mượn	
06293460-n	vie:lemma	từ	
06293460-n	vie:lemma	du	
06293460-n	vie:lemma	nhập	
06306233-n	vie:lemma	hình	
06306233-n	vie:lemma	vị	
06308436-n	vie:lemma	lượng	
06308436-n	vie:lemma	từ	
06308436-n	vie:lemma	量詞	
06310237-n	vie:lemma	tân	
06310237-n	vie:lemma	ngữ	
06311160-n	vie:lemma	nguyên	
06311160-n	vie:lemma	cách	
06311557-n	vie:lemma	đối	
06311557-n	vie:lemma	cách	
06311723-n	vie:lemma	dữ	
06311723-n	vie:lemma	cách	
06311852-n	vie:lemma	sinh	
06311852-n	vie:lemma	cách	
06316048-n	vie:lemma	cụm	
06316048-n	vie:lemma	từ	
06319293-n	vie:lemma	danh	
06319293-n	vie:lemma	từ	
06319293-n	vie:lemma	名詞	
06320569-n	vie:lemma	động	
06320569-n	vie:lemma	từ	
06320569-n	vie:lemma	動詞	
06321702-n	vie:lemma	tính	
06321702-n	vie:lemma	từ	
06322693-n	vie:lemma	cấp	
06322693-n	vie:lemma	so	
06322693-n	vie:lemma	sánh	
06323284-n	vie:lemma	cấp	
06323284-n	vie:lemma	cao	
06323284-n	vie:lemma	nhất	
06323612-n	vie:lemma	trạng	
06323612-n	vie:lemma	từ	
06323612-n	vie:lemma	phó	
06323612-n	vie:lemma	từ	
06323612-n	vie:lemma	副詞	
06324669-n	vie:lemma	mạo	
06324669-n	vie:lemma	từ	
06325145-n	vie:lemma	giới	
06325145-n	vie:lemma	từ	
06325145-n	vie:lemma	介詞	
06325370-n	vie:lemma	đại	
06325370-n	vie:lemma	từ	
06325370-n	vie:lemma	代詞	
06328643-n	vie:lemma	giống	
06328996-n	vie:lemma	giống	
06328996-n	vie:lemma	cái	
06329165-n	vie:lemma	giống	
06329165-n	vie:lemma	đực	
06329734-n	vie:lemma	hiện	
06329734-n	vie:lemma	tại	
06329734-n	vie:lemma	現在	
06330262-n	vie:lemma	thời	
06330262-n	vie:lemma	quá	
06330262-n	vie:lemma	khứ	
06333653-n	vie:lemma	tên	
06335832-n	vie:lemma	phụ	
06335832-n	vie:lemma	danh	
06335832-n	vie:lemma	tên	
06335832-n	vie:lemma	gọi	
06335832-n	vie:lemma	theo	
06335832-n	vie:lemma	tên	
06335832-n	vie:lemma	cha	
06336904-n	vie:lemma	họ	
06336904-n	vie:lemma	tên	
06336904-n	vie:lemma	họ	
06337111-n	vie:lemma	tên	
06337111-n	vie:lemma	thời	
06337111-n	vie:lemma	con	
06337111-n	vie:lemma	gái	
06347588-n	vie:lemma	phụ	
06347588-n	vie:lemma	đề	
06349828-n	vie:lemma	sự	
06349828-n	vie:lemma	chuyển	
06349828-n	vie:lemma	chữ	
06349828-n	vie:lemma	bản	
06349828-n	vie:lemma	chuyển	
06349828-n	vie:lemma	chữ	
06353934-n	vie:lemma	mật	
06353934-n	vie:lemma	mã	
06355705-n	vie:lemma	mã	
06355705-n	vie:lemma	bưu	
06355705-n	vie:lemma	chính	
06357985-n	vie:lemma	ngôn	
06357985-n	vie:lemma	ngữ	
06357985-n	vie:lemma	máy	
06359096-n	vie:lemma	trang	
06359096-n	vie:lemma	chủ	
06359096-n	vie:lemma	trang	
06359096-n	vie:lemma	đầu	
06359096-n	vie:lemma	trang	
06359096-n	vie:lemma	nhà	
06359096-n	vie:lemma	trang	
06359096-n	vie:lemma	chính	
06359193-n	vie:lemma	website	
06359193-n	vie:lemma	trang	
06359193-n	vie:lemma	web	
06377442-n	vie:lemma	bài	
06377442-n	vie:lemma	thơ	
06378298-n	vie:lemma	dân	
06378298-n	vie:lemma	ca	
06378298-n	vie:lemma	民歌	
06384480-n	vie:lemma	thơ	
06384480-n	vie:lemma	bốn	
06384480-n	vie:lemma	câu	
06387980-n	vie:lemma	văn	
06387980-n	vie:lemma	bản	
06387980-n	vie:lemma	bài	
